id,title,year,genre,duration
10159,Пауки 2,2000,8,93
10160,Паутина,1955,2,122
10161,Паутина,1992,6,76
10162,Паутина обмана,1994,4,88
10163,Паутина Шарлотты,2006,1,97
10164,Пацаны,1983,2,91
10165,Пацаны не плачут,2000,11,90
10166,Певец,2006,2,116
10167,Певец джаза,1980,2,115
10168,Певец на свадьбе,1998,1,94
10169,Певица Жозефина и мышиный народ,1994,18,120
10170,Пегги Сью вышла замуж,1986,1,102
10171,Пегий жеребенок,1964,19,91
10172,"Пегий пес, бегущий краем моря",1990,2,132
10173,Педагогическая поэма,1955,2,104
10174,Пейзаж с убийством,2002,4,192
10175,Пейзажи земли,1991,5,39
10176,Пейтон Плэйс,1957,2,161
10177,Пекло,1998,11,86
10178,Пекло,2002,11,103
10179,Пекло,2007,8,242
10180,Пелле-завоеватель,1988,2,159
10181,Пенелопа,2006,1,101
10182,Пенни с небес,1981,7,107
10183,Пепе Ле Моко,1936,4,90
10184,Пепел и алмаз,1958,2,94
10185,Пеппи Длинный Чулок,1997,16,79
10186,Пеппи Длинный Чулок: путешествие на воздушном шаре,1997,16,74
10187,Первая дочка,2004,1,248
10188,Первая ласточка,1975,1,72
10189,Первая любовь,2009,1,146
10190,Первая любовь,1977,3,91
10191,Первая любовь,1995,2,82
10192,Первая полоса,1974,1,104
10193,Первая сила,1990,6,98
10194,Первая скрипка,1958,16,19
10195,Первая суббота мая,2007,5,96
10196,Первичный разрез,1972,11,86
10197,Первобытная сила,1999,6,90
10198,Первобытная ярость,1990,6,91
10199,Первобытное зло,2007,6,93
10200,Первобытный страх,1996,4,129
10201,Первое задание,1995,11,87
10202,Первопричинное зло,1989,6,87
10203,Первородный грех,1994,2,93
10204,Первые на луне,2005,8,75
10205,Первый вариант,1996,11,272
10206,Первый век кино: история Голливуда,1995,5,90
10207,Первый герой при дворце Аладдина,1997,16,86
10208,Первый после бога,2005,2,97
10210,Первый рыцарь при дворе короля Артура,1995,1,86
10211,Первый удар,1996,11,108
10212,Первый учитель,1965,2,95
10213,Первый этаж,1990,2,68
10214,Пердита Дуранго,1997,11,119
10215,Перевал Брейкхарт,1975,19,95
10216,Перевал разбитых сердец,1986,15,124
10217,Перевертыши,2004,2,100
10218,Переводчица,2005,11,128
10219,Переводчица олигарха. Игра слов,2006,4,105
10220,Перевозчик,2002,11,94
10221,Перевозчик 2,2005,11,87
10222,Перевозчик 3,2008,11,100
10223,Перевоплощение,1992,2,88
10224,Переговорщик,1998,4,134
10225,Перегон,2006,1,127
10226,Перегруженные,1996,2,106
10227,Перед восходом солнца,1995,2,112
10228,Перед дождем,1994,2,113
10229,Перед закатом,2004,2,80
10230,Перед революцией,1964,2,115
10231,Перед самой ночью,1971,4,99
10232,Перед самым рассветом,1980,6,90
10233,Передайте привет Брод-Стрит,1984,7,108
10234,Пережить желание,1991,2,79
10235,Пережить Рождество,2004,1,91
10236,Перекати-поле,1999,2,98
10237,Переключая каналы,1987,1,104
10239,Перекрестки,2002,1,94
10240,Перекрестный огонь,1947,2,90
10241,Перекресток,1986,7,96
10242,Перекресток,1998,3,103
10243,Перекресток,1994,2,97
10244,Перекресток Миллера,1990,4,115
10245,Перекресток миров,1996,8,91
10246,Перелом,2007,17,112
10247,Перемена личности,1991,1,93
10248,Перемена привычки,1970,2,93
10249,Перемена судьбы,1990,2,120
10250,Переменный ток,1989,1,93
10251,Перемены Даниэллы Стил,1996,3,91
10252,Перемирие,1997,2,120
10253,Перемотка,2008,1,98
10254,Переписывая Бетховена,2006,2,104
10255,Переполох,1983,1,91
10256,Переполох в Гималаях,2007,13,85
10257,Переполох в общаге,2003,1,96
10258,Переполох в общаге 2: Семестр на море,2006,1,100
10259,Пересменка,1984,1,99
10260,Перестрелка,1971,19,89
10261,Перестрелка в О.К. Коррал,1957,19,122
10262,Переступая черту,1991,2,94
10263,Переступить через грань,1992,4,108
10264,Переступить черту,1989,2,94
10265,Переступить черту,2005,2,135
10266,Переступить черту. 1 серия: Бумажный змей,1985,4,90
10267,Переступить черту. 2-я серия: маэстро,1985,4,90
10268,Перехватчик,1992,11,93
10269,Переход,1986,11,83
10270,Переход Кассандра,1977,11,126
10271,Переход смертников,1996,19,180
10272,Переход товарища Чкалова через Северный полюс,1990,1,23
10273,Перл-Харбор,2001,11,182
10274,Перо маркиза Де Сада,2000,2,119
10275,Персеполис,2007,9,95
10276,Перси и гром,1994,2,89
10277,Персона,1966,2,85
10278,Персонаж,2006,1,113
10279,Перстень наследника Династии,2006,1,104
10280,Пес Барбос и необычный кросс,1961,1,20
10281,Пес в сапогах,1981,16,17
10282,Пес дьявола: гончая ада,1978,6,103
10283,Пес и нищий,2000,16,102
10284,Пес из Лас-вегаса,1991,16,73
10285,Пес с нами,2007,13,210
10286,Пес-каратист,2004,11,85
10287,Песни и сказки Ариэль,1993,16,93
10288,Песни со второго этажа,2000,1,104
10289,Песни южных морей,2008,1,240
10290,Песнь Джимми Блэксмита,1978,2,122
10291,Песнь любви: пламя и страсть,1993,3,92
10292,Песня первой любви,1958,3,96
10293,Песня Сэма,1969,2,89
10294,Песня Франкенштейна,1995,7,81
10295,Песочные часы,1995,4,91
10296,Песочные часы,1987,16,10
10297,Пес-призрак: путь самурая,1999,11,111
10298,Песчаная галька,1966,2,178
10299,Петербургская кунсткамера,1993,5,56
10300,Петербургские тайны,1995,3,2496
10301,Петля Якудза,1996,11,122
10303,"Петровка, 38",1980,4,88
10304,Петроградские гавроши,1987,13,95
10305,Петя и Красная Шапочка,1958,16,19
10306,Печать зла,1958,4,97
10307,Печки-лавочки,1972,1,96
10308,Пещерные врата,1995,8,94
10309,Пи,1999,4,80
10310,Пианино,1993,2,120
10311,Пианист,1993,2,112
10312,Пианист,2002,2,148
10313,Пианистка,2001,2,130
10314,Пигаль,1995,2,93
10315,Пигмалион,1938,1,96
10316,Пиджак,2005,17,102
10317,Пик Данте,1997,11,108
10318,Пикник в космосе,1986,8,107
10319,Пикник у Висячей скалы,1976,2,110
10320,Пиковая дама,1982,2,88
10321,Пила 2,2005,6,93
10322,Пила 3,2006,4,135
10323,Пила 4,2007,4,108
10324,Пила 5,2008,4,270
10325,Пила: игра на выживание,2004,4,100
10326,Пилигрим,1999,11,95
10327,Пилоты из Таскиги,1995,15,106
10328,Пинеро,2001,2,103
10329,Пинк Флойд: Стена,1982,2,95
10330,Пинки,1949,2,101
10331,Пиноккио,1940,16,87
10332,Пиноккио,1996,6,94
10334,Пиноккио 3000,2004,9,80
10335,Пиноккио и император ночи,1987,16,95
10336,Пионерка Мэри Пикфорд,1995,1,90
10337,Пир,2005,11,95
10338,Пир вампиров,1987,6,95
10339,Пирамида,1996,11,107
10340,Пиранья,1995,6,87
10341,Пиранья,1978,6,92
10342,Пиранья II: новое потомство,1981,6,92
10343,Пират,1948,7,101
10344,Пират Морган,1961,11,95
10345,Пиратская кассета,1983,2,16
10346,Пираты,1986,1,117
10347,Пираты Зеленого острова,1970,11,91
10348,Пираты Карибского моря: На краю света,2007,13,168
10349,Пираты Карибского моря: Проклятие черной жемчужины,2003,11,143
10350,Пираты Карибского моря: Сундук мертвеца,2006,11,150
10351,Пираты силиконовой долины,1999,2,136
10352,Пираты темной воды,1991,16,87
10353,Пираты Тихого океана,1978,11,132
10354,Пироманьяк. История любви,1995,1,93
10355,Пиросмани,1969,2,85
10356,"Пиры Валтасара, или ночь со Сталиным",1989,11,83
10357,Пистолет в руке,1993,11,89
10358,Пистолет в сумочке Бетти Лу,1992,11,88
10359,Пистолет и губная помада,1993,4,93
10360,Пистолет мертвеца,1997,19,134
10361,Пистолет. Эпизод 1: Выстрел. Эпизод 4: Все женщины президента,1997,4,83
10362,Письма в прошлую жизнь,1994,4,85
10364,Письма с Иводзимы,2006,2,140
10365,Письма убийцы,1998,4,98
10366,Письмо,1940,2,95
10367,Письмо Брежневу,1985,3,95
10368,Письмо из Парижа,1992,3,94
10369,Письмо моему убийце,1995,4,90
10370,Письмо незнакомки,1948,2,86
10371,Письмо трем женам,1948,2,102
10372,Питер FM,2006,1,85
10373,Питер Пэн,2003,11,105
10374,Питер Пэн,1953,16,76
10375,Питер Пэн в Нетландии,2002,13,72
10376,Питон,2000,6,96
10377,Пицца без верха,1987,11,83
10378,Пишоте,1981,2,126
10379,Пища богов,1976,6,88
10380,Пища богов II,1988,6,91
10381,Пища для души,1997,1,110
10382,Плавучий театр,1951,7,107
10383,Плакса,1990,1,91
10384,Пламя,1996,3,138
10385,Пламя и лимон,2008,4,130
10387,Пламя над Индией,1959,11,130
10388,Пламя страсти,1997,3,98
10389,План &quot;Б,2007,11,352
10390,План 10 из космоса,1995,1,79
10391,План 9 из космоса,1959,8,78
10392,План B,2001,1,97
10393,План убийства,1996,4,85
10394,Планета Земля,2004,5,40
10395,Планета Ка-ПЭКС,2001,13,120
10396,Планета любви,1993,1,84
10397,Планета Обезьян,2001,11,119
10398,Планета обезьян,1968,11,112
10399,Планета сокровищ,2002,13,95
10400,Планета страха,2007,6,104
10402,Планкетт и Маклейн,1999,11,97
10403,Пластиковый город,2008,17,118
10404,Пластилиновая ворона,1981,9,9
10405,Плата за страх,1953,11,130
10407,Платки,2007,2,98
10408,Платон,2008,1,234
10409,Платье,1996,1,95
10410,Плачу вперед,1999,1,109
10411,Плачущий ребенок,1996,11,87
10412,Плачущий убийца,1995,11,94
10413,Плащ и кинжал,1946,11,104
10414,Плащ и кинжал,1984,16,100
10415,Плащ Казановы,1993,2,94
10416,Плезантвиль,1998,2,119
10417,Племя Криппендорфа,1998,1,90
10418,Племя тьмы,1999,6,101
10419,Плененное сердце: история Джеймсака,1996,3,90
10421,Пленки Андерсона,1972,4,97
10422,Пленник земли,1990,11,97
10423,Пленники небес,1996,11,126
10424,Пленники тьмы,1993,6,87
10425,Пленники удачи,1993,1,80
10426,Пленница,1998,4,87
10427,Пленница райских кущ,1998,11,87
10428,Пленный,2008,2,295
10429,Плетеный человек,2006,2,106
10430,Пли!,1995,11,84
10432,Плотник,1987,6,87
10433,Плотская любовь,1971,2,97
10434,Плоть,1992,2,87
10435,Плоть,1968,2,104
10436,Плоть,1997,1,95
10437,Плоть для Франкенштейна,1974,6,95
10438,Плоть и кровь,1985,11,126
10439,"Плоть от плоти, кровь от крови",1993,2,126
10440,Плохая компания,2002,11,89
10441,Плохая компания,1972,19,104
10442,Плохая компания,1994,4,108
10443,Плохая кровь,1982,2,104
10444,Плохая луна,1996,6,79
10445,Плохая любовь,1993,2,92
10446,Плохие девочки,1994,2,83
10447,Плохие девчонки с Марса,1990,1,80
10448,Плохие мальчишки,1983,4,122
10449,Плохие манеры,1984,1,85
10450,Плохие парни,1995,11,120
10451,Плохие парни II,2003,11,150
10452,Плохо значит хорошо,1982,1,117
10453,Плохое настроение,2003,1,90
10454,Плохое поведение,1993,1,98
10455,Плохой день в Блэк Роке,1955,2,81
10456,Плохой Джим,1989,19,90
10457,Плохой мальчик Бабби,1993,2,112
10458,Плохой парень,2001,2,100
10459,Плохой полицейский,1992,2,96
10460,Плохой Санта,2003,1,91
10461,Плохой сын,1980,2,101
10462,Плохой хороший полицейский,2006,11,116
10463,Плохой хороший человек,1973,2,99
10464,Площадка,1993,2,100
10465,Площадь Вашингтона,1997,3,111
10466,Плуто Нэш,2002,11,95
10467,Плутовство,1997,1,97
10469,"Плюмбум, или опасная игра",1986,2,92
10470,Плюс бесконечность,2006,4,352
10471,Плюс один,2008,1,179
10472,Плюс-минус ноль,1999,2,255
10473,Плюшевый мишка,1993,4,94
10474,Плюшевый синдром,2005,1,107
10475,Пляж,2000,11,114
10476,Пляжные полицейские,1992,11,87
10477,По 206-ой,1990,2,95
10478,По взаимному согласию,1992,4,99
10479,По высшей воле,2006,2,87
10480,По главной улице с оркестром,1986,2,89
10481,По долгу службы,1989,11,91
10482,По долгу службы: борьба за справедливость,1995,4,89
10483,По долгу службы: цена мести,1993,4,88
10484,По ее правилам Барбары Тэйлор Брэдфорд,1998,3,83
10485,По законам кулака,1992,11,77
10486,По законам обмана,1997,4,97
10487,По законам улиц,1994,4,90
10488,По зову долга,1989,11,124
10489,По имени Барон,2002,4,576
10490,По ком звонит колокол,1943,15,170
10491,По кусочкам,2000,1,92
10492,По лунной дороге,1991,16,10
10493,По мне хорошо,2008,1,102
10494,По прозвищу Тигр,1988,11,93
10495,По прямой,1992,2,65
10496,По рукам и ногам,1993,1,90
10497,По семейным обстоятельствам,1977,3,130
10498,По течению реки,1994,11,92
10499,По ту сторону звука,2007,4,87
10500,По ту сторону луны,1996,3,87
10501,По ту сторону одержимости,1982,4,111
10502,По ту сторону полуночи,1977,2,165
10503,По ту сторону правды,2006,4,113
10504,По уши влюбленный,1979,2,97
10505,По щучьему веленью,1938,16,56
10506,По этапу,2007,2,108
10507,Побег,1972,4,122
10508,Побег,2005,11,110
10509,Побег,2005,13,2394
10510,Побег,1994,11,115
10511,Побег,1978,1,96
10512,Побег,1993,3,88
10513,Побег из Алькатраса,1979,11,112
10514,Побег из Атлантиды,1998,16,92
10515,Побег из курятника,2000,9,84
10516,Побег из Лос-Анджелеса,1996,11,99
10517,Побег из Нью-Йорка,1981,11,99
10518,Побег из сна,1983,8,98
10519,Побег из тюрьмы,1994,11,75
10520,Побег из Шоушенка,1994,2,142
10521,Побег на свободу,1995,11,97
10522,Побег невозможен,1994,8,119
10523,Побег от ужаса: история Терезы Стэмпер,1994,4,87
10524,Побег с земли,1997,8,89
10525,Побег с Марса,1999,8,86
10526,Победители,1963,15,174
10527,Победители и грешники,1983,1,102
10529,Победители шоу,2000,1,90
10530,Победитель,2006,13,207
10531,Победитель,1996,4,94
10532,Победитель дракона,1981,11,108
10533,Победить,1969,2,122
10534,Победить или умереть,1991,11,97
10535,Побеждая Лондон,2001,1,94
10536,Побеждая смерть,1995,11,90
10537,"Повар, вор, его жена и ее любовник",1989,1,124
10538,Повар-вор,2004,1,108
10539,Поведение животных,1989,1,88
10540,Повелитель бури,2008,2,146
10541,Повелитель времени,1995,8,97
10542,Повелитель зверей,1982,8,118
10543,Повелитель зверей 2: через портал времени,1991,8,107
10544,Повелитель иллюзий,1995,6,120
10545,Повелитель кукол,1989,6,90
10546,Повелитель кукол 2,1990,6,90
10547,Повелитель кукол 3: месть Тулона,1991,6,90
10548,Повелитель кукол 4,1993,6,75
10549,Повелитель луж,2001,16,233
10550,Повелитель мух,1990,2,87
10551,Повелитель мух,1963,13,92
10552,Повелитель приливов,1991,2,132
10553,Повелитель рыб,1997,11,93
10554,Повелитель сети,1998,8,97
10555,Повелитель страниц,1994,16,72
10556,Повелитель эфира,2004,1,83
10557,Поверженные,1995,3,98
10558,Поверженные законом,1986,1,106
10559,Поверженный идол,1948,4,94
10560,Повернуть время вспять,2004,2,90
10561,Поверь в меня,1994,11,88
10562,Повесть непогашенной луны,1990,2,81
10563,Повесть о Гэндзи,1951,2,121
10564,Повесть о двух городах,1984,16,75
10565,Повесть о Луи Пастере,1936,11,85
10566,Повесть о первой любви,1957,3,91
10567,Повесть пламенных лет,1961,2,107
10568,Повесь их повыше,1968,19,114
10569,Повод для доверия,1995,2,109
10570,Поворот,1997,2,119
10571,Поворот винта,1989,6,55
10572,Поворот ключа,1999,4,352
10573,Поворот лезвия,1994,4,79
10574,Поворот не туда,2003,6,95
10575,Поворот судьбы,1994,3,104
10576,Поворотный пункт,1977,2,118
10577,Повороты судьбы,1990,1,110
10578,Повреждение мозга,1988,6,86
10579,Повысить курс,1989,1,88
10580,Повязка на глаза: действия в состоянии одержимости,1993,4,90
10581,Погибший на месте преступления,1994,4,96
10582,Поговори с ней,2002,1,112
10583,Поговори со мной,1996,2,91
10585,Погоня,1965,2,134
10586,Погоня,1994,11,87
10587,Погоня в космосе,1990,8,85
10588,Погоня во времени,1990,8,86
10589,Погоня за временем,2000,8,87
10590,Погоня за лисом,1966,1,102
10591,Погоня за памятью,1994,8,85
10592,Погоня за смерчем,1998,11,96
10593,Погоня за солнцем,1996,1,96
10594,Погоня с дьяволом,1999,2,134
10595,Пограничная линия,1988,11,88
10596,Пограничная полоса,1980,11,104
10597,Пограничный пес Алый,1979,11,64
10598,Погремушки,1996,6,89
10599,Погружение в бездну,2001,8,94
10600,Погружение в бездну,1999,11,92
10601,Под Большой Медведицей,2006,4,352
10602,Под вулканом,1984,2,112
10603,Под гавайской луной,1995,1,94
10604,Под гипнозом,1986,2,97
10605,Под грязью деньги,1995,1,85
10606,Под давлением,1999,11,88
10607,Под двумя флагами,1936,11,111
10608,Под замком и взаперти,1995,11,88
10609,Под знаком Козерога,1949,4,117
10610,Под кайфом в смятении,1993,1,101
10611,Под кожей,1996,4,108
10612,Под крышами Парижа,1930,1,96
10613,Под крышами Парижа,2007,2,98
10614,Под маской Беркута,1991,11,88
10615,Под огнем,1983,15,126
10616,Под огнем,1997,11,86
10617,Под Планетой обезьян,1970,8,95
10618,Под подозрением,2000,4,111
10619,Под подозрением,1991,4,99
10620,Под покровом небес,1990,2,132
10621,Под покровом ночи,2007,9,80
10622,Под Полярной звездой,2001,3,166
10623,Под прикрытием,1992,11,112
10624,Под прикрытием,1997,11,95
10625,Под прицелом,1996,11,90
10626,Под прицелом,2001,4,97
10627,Под прицелом,1995,11,89
10628,Под рифом длиной в 12 миль,1953,11,101
10629,Под следствием,1993,4,99
10630,Под снегом,2008,2,99
10631,Под созвездием Южного Креста,1993,3,89
10632,Под солнцем Сатаны,1987,2,93
10633,Под судом присяжных,1994,2,102
10634,Под тяжестью доказательств,1995,3,180
10635,Под угрозой,1994,11,89
10636,Под ураганным огнем,1989,11,84
10637,Подальше от тебя,2005,1,130
10638,Подари мне лунный свет,2001,3,98
10639,Подарки по телефону,1977,4,85
10640,Подарок на Рождество,1996,1,88
10641,Подарок Сталину,2008,2,97
10642,Подарок черного колдуна,1978,16,60
10643,Подбитый глаз,1996,1,94
10644,Подвиг Одессы,1985,15,138
10645,Подвиг разведчика,1947,11,92
10647,Подвиды,1990,6,90
10648,"Подвиды III, Жажда крови",1993,6,81
10649,Подводная академия,1993,1,89
10650,Подводная братва,2004,9,90
10651,Подводная война: история германского флота во Второй мировой войне,1989,5,54
10652,Подводное течение,1997,4,95
10653,Подводное течение,1996,4,93
10654,Подводное течение,2004,2,108
10655,Подводное течение,1946,4,111
10656,Подводный воин,1994,8,45
10658,Подержанные автомобили,1980,1,113
10659,Подзарядка,1988,2,95
10660,Подземелье,1997,11,89
10661,Подземелье драконов,2001,16,107
10662,Подземелье драконов: источник могущества,2005,18,105
10663,Подземка,1985,11,110
10664,Подземка,1985,4,102
10665,Подземный стрелок,1999,8,90
10666,Подкаблучник в океане,1996,1,92
10667,Подкидыш,1939,1,69
10668,Подлая игра,1931,4,86
10669,Подлинная история дамы с камелиями,1980,2,110
10670,Подмастерье убийцы,1987,6,97
10671,Подмена,2008,4,141
10672,Подмена,1991,1,102
10673,Подмосковная элегия,2002,2,104
10674,Подмосковные вечера,1994,4,91
10675,Поднявший меч,1991,4,91
10676,Поднять &quot;Титаник&quot;!,1980,11,112
10677,Поднять якоря,1945,7,143
10678,Подожди до темноты,1967,4,107
10679,Подозреваемый,1987,4,120
10680,Подозрение,1941,4,95
10681,Подозрительная операция,1994,11,92
10682,Подозрительное устройство,1995,8,86
10683,Подозрительные лица,1995,4,104
10684,Подозрительные умы,1996,4,94
10685,Подонки,1972,4,96
10686,Подопытный,1995,8,79
10687,Подразделение &quot;Дельта,1986,11,126
10688,Подразделение &quot;Дельта&quot; 2: колумбийский связной,1990,11,110
10689,Подразделение &quot;Дельта&quot; 3: убийственная игра,1991,11,97
10690,Подразделение &quot;Т,1992,11,96
10691,Подранки,1977,2,89
10692,"Подростки мутанты, ниндзя черепашки",1990,16,93
10693,"Подростки мутанты, ниндзя черепашки II: секрет Оз",1991,16,88
10694,"Подростки мутанты, ниндзя черепашки III",1993,16,95
10695,Подруга банкира,2007,3,352
10696,Подруги президента,1999,1,94
10697,Подружка из ада,1989,1,92
10698,Подручный Хадсакера,1994,1,111
10699,Подрывник,1996,11,80
10700,Подрывники,1995,1,91
10701,Подстава,1999,1,90
10702,Подстава,2007,11,251
10703,Подстава,2007,4,91
10704,Подставка,1949,2,72
10705,Подставка,2002,4,88
10706,Подставка,1990,4,90
10707,Подставка,1996,2,81
10708,Подставка,1995,4,92
10709,Подсудимый,1986,2,90
10710,Подъем с глубины,1998,8,101
10711,Поедая Рауля,1982,1,90
10712,Поединок,1978,11,90
10713,Поединок,1945,4,76
10714,Поезд,1972,2,99
10715,Поезд,1964,4,132
10716,Поезд в ад,1993,4,97
10717,Поезд Джоу Ю,2002,2,96
10718,Поезд до Бруклина,1995,11,88
10719,Поезд на Юму,2007,19,117
10720,Поезд с деньгами,1995,11,107
10721,Поезд ужасов,1980,6,97
10722,Поезда под пристальным наблюдением,1966,2,89
10723,Поездка,1967,11,85
10724,Поездка в Америку,1988,1,116
10725,Поездка в Баунтифул,1985,2,106
10726,Поезд-тюрьма,2002,11,92
10727,Пожарная команда,1986,1,90
10728,Пожарные из Лос-Анджелеса,1996,3,80
10730,Пожизненно!,1999,1,103
10731,Пожиратель тыкв,1964,2,118
10733,Пожмите руку дьяволу,1959,2,103
10734,Пожнешь бурю,1960,2,128
10735,Позвони в мою дверь,2007,4,176
10736,Позвони мне,1988,4,97
10737,Позднее шоу,1977,4,94
10738,Позиция,1983,6,96
10739,Познакомьтесь с Джоном Доу,1941,2,134
10740,Познакомьтесь с Уолли Спарксом,1996,1,99
10741,Позор семьи,1996,1,83
10742,Поиски,1948,2,104
10743,Пой,1989,7,97
10744,Поймай и отпусти,2006,1,124
10745,"Поймай меня, если сможешь",2002,11,141
10746,"Поймай, если сможешь",1989,2,103
10747,Поймать вора,1955,4,106
10748,Поймать Готти,1994,4,94
10749,Поймать убийцу,1991,4,182
10750,Поймет лишь одинокий,1991,3,104
10751,Покaхонтас: легенда,1995,11,102
10752,Пока будет весна,1996,3,157
10753,Пока город спит,1956,4,99
10754,Пока не высохнут слезы,1988,4,102
10755,Пока не наступит ночь,2000,2,133
10756,Пока не сыграл в ящик,2007,13,97
10757,Пока ты спал,1995,1,102
10758,Пока убийство не разлучит нас,1992,4,84
10759,Пока убийство не разлучит нас II,1992,4,90
10760,Пока я не умер,2001,4,99
10761,Покажи мне любовь,1998,2,89
10762,Показное совершенство,1995,1,89
10763,Покахонтас,1995,16,79
10764,Покахтонтас 2: возвращение Джона Смита,1996,16,40
10765,Покаяние,1984,2,153
10766,Покаянная любовь,2003,2,284
10767,Поквитаться с отцом,1994,1,109
10768,Покемон,1998,13,6900
10769,Покемон. Фильм первый,1997,16,94
10770,Покер Алиса,1987,19,99
10771,Покидая Лас-Вегас,1995,2,111
10772,Покинутая,2002,2,98
10773,Поклонник,1981,4,95
10774,Поклонник,1949,3,78
10775,Поклонник,1999,2,93
10776,Покойся с миром,1987,6,88
10777,Поколение &quot;X,1996,8,89
10778,Поколение &quot;Икс,2000,1,90
10779,Поколение игры &quot;Дум,1995,6,84
10780,Покорение,1983,6,92
10781,Покорение Планеты обезьян,1972,8,87
10782,Покровитель,1985,11,94
10783,Покровитель,1998,11,94
10784,Покровские ворота,1982,1,132
10785,Покушение,1987,1,34
10786,Пола Икс,1999,2,126
10787,Поле,1990,2,110
10788,Поле битвы - Земля,2000,8,113
10789,Поле любви,1992,2,103
10790,Поле снов,1989,8,106
10791,Полевые лилии,1963,1,94
10794,Полет голубки,1994,11,88
10795,Полет драконов,1982,16,92
10796,Полет Ибиса,1995,11,92
10797,Полет красного шара,2007,2,113
10798,Полет навигатора,1986,8,90
10799,Полет нарушителя,1991,11,113
10800,Полет ночной бабочки,1992,3,76
10802,Полет Феникса,1965,11,147
10803,Полет Феникса,2004,11,113
10804,Полеты во сне и наяву,1982,2,87
10805,Ползуны,1987,8,72
10806,Поли,1998,16,88
10807,Полиморф,1996,8,86
10808,Полин на пляже,1983,2,94
10809,Полис вокруг света,1982,7,74
10810,Полицейская академия,1984,1,96
10811,Полицейская академия II: их первое задание,1985,1,87
10812,Полицейская академия III: опять учеба,1986,1,90
10813,Полицейская академия IV: граждане в патруле,1987,1,87
10814,Полицейская академия V: задание - Майами Бич,1988,1,90
10815,Полицейская академия VI: город в осаде,1989,1,87
10816,Полицейская академия VII: Командировка в Москву,1994,1,79
10818,Полицейская история,1975,11,110
10819,Полицейская история 2,1988,11,101
10821,Полицейские,1987,11,100
10822,Полицейские,1997,11,104
10823,Полицейские и воры,1997,1,95
10824,Полицейский,1972,4,97
10825,Полицейский,2007,11,110
10826,Полицейский,1988,11,110
10827,Полицейский 2000 года,1993,8,92
10828,Полицейский в штатском,1992,4,93
10829,Полицейский вне закона,1993,4,89
10830,Полицейский из Беверли-Хиллз,1984,11,104
10831,Полицейский из Беверли-Хиллз II,1987,11,102
10832,Полицейский из Беверли-Хиллз III,1994,11,102
10833,Полицейский из Восьмерки,1992,11,84
10834,Полицейский Китона,1989,11,95
10835,Полицейский отряд,1983,1,99
10836,Полицейский отряд L.627,1992,11,145
10837,Полицейский по найму,1988,11,96
10838,Полицейский с половиной,1993,16,92
10839,Полицейский-психопат 2,1992,1,85
10840,Полиция,1985,11,109
10841,Полиция будущего,1989,8,84
10842,Полиция Майами. Отдел нравов,2006,11,146
10843,Полиция мертвых,2001,6,90
10844,Полиция нравов,1982,4,97
10845,Полиэстр,1981,1,90
10846,Полкан и шавка,1948,16,9
10847,Полковник Редль,1985,2,149
10848,Полковник Шабер,1994,2,104
10849,Поллок,2000,2,122
10850,Полная Луна в голубой воде,1988,1,94
10851,Полное дыхание,2007,2,108
10852,Полное затмение,1993,6,97
10853,Полное затмение,1995,3,107
10854,Полное разоблачение,1990,4,96
10855,Полночная жара,1992,11,94
10856,Полночная смена,1996,1,91
10857,Полночная тоска,1996,4,91
10858,Полночные воспоминания,1994,3,155
10859,Полночный выпуск,1993,4,97
10860,Полночный джаз,1986,2,132
10861,Полночный переход,1988,11,103
10862,Полночь в Cанкт-Петербурге,1996,11,86
10863,Полночь в саду добра и зла,1997,4,149
10864,Полный контакт,1992,11,96
10865,Полный массаж тела,1995,2,90
10866,Полный облом,2006,1,86
10867,Полный облом,2004,1,92
10868,Полный привод,2002,11,107
10869,Полный улет,1996,1,279
10870,Положение вещей,1982,2,120
10871,Положись на друзей,2006,1,88
10872,Полоса смерти,1989,4,97
10873,Полосатый рейс,1961,1,83
10874,Полосы,1981,1,104
10875,Полтергейст,1982,6,114
10876,Полтергейст 90,1991,8,72
10877,Полтергейст II: оборотная сторона,1986,6,91
10878,Полтергейст III,1988,6,97
10879,Полтора рыцаря: В поисках похищенной принцессы Херцелинды,2008,1,264
10880,Полумгла,2005,2,100
10881,Полунельсон,2006,2,106
10882,Полуночные колокола,1965,2,115
10884,Полуночный ковбой,1969,2,119
10885,Полуночный поцелуй,1949,7,96
10886,Полуночный поцелуй,1992,6,85
10887,Полуночный свидетель,1992,11,86
10888,Полуночный страх,1992,11,87
10889,Полуночный стриптиз,1994,4,75
10891,Полуночный экспресс,1978,4,121
10892,Полуночный экспресс,2008,4,100
10893,Полурусская история,2006,2,90
10894,Получите 52 тысячи,1986,4,111
10895,Польская красавица,1997,2,100
10896,Поля смерти,1984,2,142
10897,Полярный экспресс,2004,9,100
10898,Поменять маму,1993,1,81
10899,Поменяться местами,1983,1,117
10900,Помешательство,1990,4,102
10901,Помимо приключения Посейдона,1979,11,122
10902,Помни,2000,4,109
10903,Помни имя свое,1974,15,103
10904,"Помнишь ли, Долли Белл?",1981,1,107
10905,Помощник мясника,1997,11,200
10906,Помутнение,2006,9,102
10907,Понетт,1996,3,95
10908,Понизовая вольница,1908,4,7
10910,Понты,1998,11,99
10911,Поодиночке мы погибнем,2000,1,120
10912,Попавший в сети,1992,4,97
10913,Пополам,1993,11,98
