id,title,year,genre,duration
10914,Попрощайся с завтра,1999,4,85
10915,Попса,2005,7,109
10916,Попугай для сыщика,1991,4,84
10917,"Попутного ветра, &quot;Синяя птица",1967,11,73
10918,Попутчик,2007,17,83
10919,Попутчик,1986,6,97
10920,Попутчики,1997,2,98
10921,Попытка убийства,1993,1,97
10922,Поразительные приключения Панды,1995,16,85
10923,Порги и Бесс,1959,2,138
10924,Порки,1981,1,94
10925,Порки II: на следующий день,1983,1,95
10926,Порки III: месть порки,1985,1,90
10927,Порки пиг,1996,16,47
10928,Порко Россо,1992,13,93
10929,Порнографическая связь,1999,2,78
10930,Порнократия,2004,2,77
10931,Порнуха,1979,2,104
10932,Порог,1981,2,106
10933,Пороги времени,1993,8,92
10934,Порождающая огонь,1984,6,115
10935,Порождение ада,1993,6,95
10936,Порок,2001,6,99
10937,Порок на экспорт,2007,2,96
10938,Поросячья история,1995,1,89
10939,Порох,1985,15,92
10940,Порох,1995,11,94
10941,Порочные губы,1986,1,80
10942,Порочные девушки,1996,11,71
10943,Порочный девственник,2002,2,151
10944,Порочный круг,1993,11,97
10945,Порочный круг,1981,2,108
10946,Портниха,1988,2,92
10947,Портной из Панамы,2000,11,109
10948,Портовая крыса,1995,11,89
10949,Портрет,2000,1,18
10950,Портрет Дженни,1948,3,86
10951,Портрет Дориана Грея,1945,2,107
10952,Портрет леди,1997,2,225
10953,Портрет наемного убийцы,1983,11,85
10954,Портрет совершенства,1997,1,101
10955,Портреты убийцы,1995,4,93
10956,Поруганная честь Катарины Блум,1975,2,106
10957,Порченая кровь,1993,4,86
10958,Порядок,2003,6,102
10959,Посейдон,2006,11,99
10960,Посетитель,2007,1,103
10961,Послание в бутылке,1999,3,126
10962,Посланник,1997,8,95
10963,Посланники,2007,2,84
10964,После бури,1996,11,200
10965,После гибели: ангелы не спят,1988,8,72
10966,После жизни,2008,11,97
10967,После заката,2004,11,100
10968,После землетрясения,1990,2,96
10969,После катастрофы,2007,5,127
10970,После музыки,2007,5,105
10971,После обещания,1987,11,99
10972,После полуночи,1991,4,96
10973,После полуночи,1989,6,90
10974,После прочтения сжечь,2008,1,96
10975,После работы,1985,1,96
10976,После репетиции,1984,2,72
10977,Последнее дело вареного,1994,1,74
10978,Последнее дело Ламарки,2002,4,108
10979,Последнее желание,1994,4,90
10980,Последнее задание,1980,4,92
10981,Последнее извещение,1989,4,88
10982,Последнее искушение Христа,1988,2,164
10983,Последнее испытание Шаолиня,1976,11,97
10984,Последнее лето любви,1995,2,111
10985,Последнее метро,1980,2,130
10986,Последнее предательство,1993,4,90
10987,Последнее слово,1995,2,90
10988,Последнее соблазнение,1994,11,104
10989,Последнее танго в Париже,1972,2,128
10990,Последнее убийство,1993,4,92
10991,Последние дни,1998,5,87
10992,Последние дни,1995,2,153
10993,Последние дни,2005,2,97
10994,Последние дни Помпеи,1959,11,94
10995,Последние дни Фрэнки,1996,11,96
10996,Последние желания,2001,2,109
10997,"Последние из горячих, красных любовников",1972,1,97
10998,Последние обряды,1988,4,102
10999,Последний альянс,1990,11,104
11000,Последний американский герой,1973,11,95
11001,Последний бой,1989,16,10
11002,Последний бойскаут,1991,11,104
11003,Последний бронепоезд,2006,11,208
11004,Последний вздох,1995,6,92
11005,Последний взрыв,1996,11,46
11007,Последний воин,1992,11,92
11008,Последний вылет,1993,8,86
11009,Последний выход в Бруклин,1989,2,102
11010,Последний девственник в Америке,1982,1,92
11011,Последний день,2004,2,105
11012,Последний день,1979,8,79
11013,Последний дом слева,1972,6,91
11014,Последний дон,1996,11,197
11015,Последний Дон II,1998,11,170
11016,Последний дракон,1986,11,108
11017,Последний дюйм,1958,1,85
11018,Последний единорог,1982,16,85
11019,Последний забой,2006,1,97
11020,Последний замок,2001,11,130
11021,Последний звездный боец,1984,8,99
11022,Последний из великих королей,1996,2,97
11023,Последний из достойнейших,1990,11,106
11024,Последний из могикан,1992,19,113
11025,Последний император,1987,2,163
11026,Последний искатель,2006,2,92
11027,Последний каменщик америки,2001,3,85
11028,Последний киногерой,1993,11,124
11029,Последний киносеанс,1971,2,118
11030,Последний ковбой,1994,11,95
11031,Последний король Шотландии,2006,2,121
11032,Последний круиз на яхте &quot;Шейла,1973,4,120
11033,Последний курорт,1985,1,79
11034,Последний легион,2007,11,235
11035,Последний магнат,1976,2,122
11036,Последний меч самурая,2003,2,143
11037,Последний мужчина на Земле,1999,8,86
11038,Последний наряд,1973,2,102
11039,Последний оставшийся в живых,1994,11,99
11040,Последний отблеск сумерек,1977,4,145
11041,Последний отсчет,1980,8,103
11042,Последний патрон,1973,11,74
11043,Последний побег,1980,2,92
11044,Последний поезд,2003,2,80
11045,Последний поезд из Ган-Хилл,1959,19,94
11046,Последний поцелуй,2001,1,115
11047,Последний провод,1995,11,96
11048,Последний пропущенный звонок,2006,6,109
11049,Последний раз когда я видела Париж,1954,2,116
11050,Последний разочек,1995,2,86
11051,Последний раунд,1993,11,89
11052,Последний рубеж,1999,8,91
11053,Последний рывок,1996,11,88
11054,Последний рыцарь,1999,16,166
11055,Последний самолет,1983,11,97
11056,Последний самурай,2003,11,144
11057,Последний самурай,1995,11,94
11058,Последний тайм-аут,1994,2,91
11059,Последний танец,1996,2,94
11060,Последний танец Саломеи,1988,2,90
11061,Последний ужин,1996,4,90
11062,Последний уик-энд,2005,11,91
11063,Последний фильм,1971,2,108
11064,Последний человек,1924,2,71
11065,Последний человек на Земле,1964,2,86
11066,Последний экзамен,1981,6,90
11067,Последний этаж,1989,4,93
11068,Последняя битва,2000,8,94
11069,Последняя волна,1977,4,106
11070,Последняя гонка,1971,11,99
11071,Последняя граница,1993,11,83
11072,Последняя грань,1994,8,88
11073,Последняя дискуссия,2000,4,90
11074,Последняя жизнь во Вселенной,2003,3,104
11075,Последняя зима,1989,2,104
11076,Последняя игра в войну,1993,11,72
11077,Последняя инстанция,1994,11,93
11078,Последняя истина,2001,4,97
11079,Последняя Мимзи Вселенной,2007,13,90
11080,Последняя надежда,1998,8,80
11081,Последняя надежда Земли,1996,8,86
11082,Последняя пуля,1995,15,92
11083,Последняя разборка,1993,11,80
11084,Последняя сделка,1995,11,97
11085,Последняя суббота,1993,3,70
11086,Последняя супружеская пара в Америке,1980,1,102
11087,Последняя тайна генерала Каппеля,2007,5,39
11088,Последняя фантазия,2001,11,106
11089,Последствия,1990,8,91
11090,Послезавтра,2004,11,124
11091,Послесловие,1983,2,98
11092,"Послушай, не идет ли дождь",1999,2,102
11093,Послушайте завтра,1990,1,103
11094,Посмертные записки Пиквикского клуба,1985,16,74
11095,Посмотри на меня,2004,2,110
11096,Посол,1984,2,97
11097,"Поспешишь, людей насмешишь",1997,1,104
11098,Поспешное бегство,1990,11,85
11099,Поспешное бегство II,1994,1,90
